x,vx,y,vy,z,vz,phi,dphi,theta,dtheta,psi,dpsi,wx,wy,wz
6.647430740735658927e-02,-7.266727493540985072e-02,1.248041281244539169e+00,1.443507058749571581e-01,1.981267971544323103e+00,4.056085890324990888e-03,3.165449369367089316e-01,1.125026512655821764e-02,-1.312021906872219978e-01,2.409515673390866253e-02,-5.164982459497842182e-01,-7.775400113789390777e-02,1.000599186925631212e+00,9.981698505571968694e-01,9.992541344052582319e-01
6.578680022700485186e-02,-7.089096866090584259e-02,1.249451254866984495e+00,1.419024592092194281e-01,1.981143311289334630e+00,-5.509855087666189546e-03,3.168074716733641494e-01,1.241641728894863489e-02,-1.308438577684299942e-01,2.387997698664568250e-02,-5.176077322614907050e-01,-7.816330777004308616e-02,9.998086757922218792e-01,9.991924629134681934e-01,1.003606070263047600e+00
6.513812680703608138e-02,-6.802333965516794978e-02,1.250713774677130186e+00,1.333741440921190902e-01,1.981103523178149084e+00,-3.575624901564939794e-03,3.169746995197512685e-01,1.207619067983878129e-02,-1.305418592671013789e-01,2.398279765604663036e-02,-5.180903546195787523e-01,-7.866711826501457394e-02,9.985815275314914308e-01,1.002981134483394321e+00,1.001418506771888373e+00
6.432416469391812053e-02,-7.597869372993094894e-02,1.251895609883568516e+00,1.266849776178156639e-01,1.980929214179183662e+00,-9.800673504665964597e-03,3.177054646873297972e-01,1.187593373568006719e-02,-1.298010991834033789e-01,2.469601285753962594e-02,-5.210207923300675947e-01,-7.736129883231739057e-02,1.002688056271659356e+00,1.004036060139281705e+00,1.003572801867391062e+00
6.357208050511498065e-02,-7.528045288356020881e-02,1.253181047859917241e+00,1.284974357697996616e-01,1.981006619637129651e+00,-1.899612284477609722e-04,3.175815790992882470e-01,1.256615318953807452e-02,-1.297815528706299237e-01,2.245636693496189801e-02,-5.209531408623118143e-01,-7.816749032792634500e-02,1.001493006737994129e+00,1.001362717016246684e+00,9.981734240780364420e-01
6.279946637072419957e-02,-7.641463591569699898e-02,1.254412442456517507e+00,1.259284966335851297e-01,1.980836261393920106e+00,-1.013111394774268009e-02,3.179906585587297108e-01,1.236539292121295250e-02,-1.293103795632628283e-01,2.353999163786416396e-02,-5.226672196183121955e-01,-7.731094788967862730e-02,1.001607836672163909e+00,1.001394142469394177e+00,1.003152916734963540e+00
6.212651224581963033e-02,-7.160604100578300824e-02,1.255857993619752033e+00,1.363533708077609152e-01,1.980720662271471699e+00,-1.046924409498180795e-02,3.176496224708868499e-01,1.311676714413749674e-02,-1.294582119853864288e-01,2.498977040916519274e-02,-5.220454563795213776e-01,-7.958921911569989682e-02,9.992389521064614089e-01,9.957690616911080150e-01,1.002214250844527310e+00
6.133848795341451110e-02,-7.618258252867089741e-02,1.257291776395680793e+00,1.394125750296494048e-01,1.980728609862999701e+00,-4.051832043815404433e-03,3.177605126887528275e-01,1.174975426822103160e-02,-1.292430811872072316e-01,2.356368256345612103e-02,-5.230755118876719845e-01,-7.665967335305270969e-02,1.001906194358523239e+00,9.950769018044757219e-01,9.987119306914192807e-01
6.061261375415987612e-02,-7.408217598570254747e-02,1.258534930948148833e+00,1.300640231691762017e-01,1.980847331139906409e+00,3.885115102437009145e-03,3.178804308698156000e-01,1.257158947375973564e-02,-1.289853757548651558e-01,2.385875818452889638e-02,-5.233666069544444799e-01,-7.853555866601003022e-02,1.000294395586450058e+00,1.000718851872329784e+00,9.958794753683514189e-01
5.981100334039769761e-02,-7.761359066538534024e-02,1.260023452385189868e+00,1.405835851457601093e-01,1.980985007240466000e+00,8.259485869030620472e-03,3.178048328861062810e-01,1.298672083253349548e-02,-1.289331453644469994e-01,2.494452820564325643e-02,-5.239748054768332830e-01,-7.821557378333467148e-02,1.001842738524553633e+00,9.955201892681682097e-01,9.955613611185022416e-01
5.896904788829178401e-02,-8.108332816041920188e-02,1.261491125328146667e+00,1.432894285320286121e-01,1.981007433117436767e+00,4.297037337014745183e-03,3.180808346064722403e-01,1.396806202394863632e-02,-1.285944445336678066e-01,2.399624106713768232e-02,-5.254778344973984883e-01,-7.746250367878695919e-02,1.002927419000883669e+00,9.953034093785628755e-01,9.988788262346026681e-01
5.827300866974697430e-02,-7.459950521344971275e-02,1.262911116460224914e+00,1.413454766590182266e-01,1.980969294997065866e+00,-7.699541661799884926e-04,3.180504669376977289e-01,1.233088670759515532e-02,-1.284532013039824672e-01,2.508745800675085680e-02,-5.254263807953887255e-01,-7.946367727784005297e-02,9.992924172673891547e-01,9.973007551151487071e-01,1.001442373729184432e+00
5.737534441362185378e-02,-8.332272277262177396e-02,1.264358949327875736e+00,1.421921137341874419e-01,1.981030347954792825e+00,2.295782403203992881e-03,3.184567612101465439e-01,1.205340915419272040e-02,-1.279887926090652883e-01,2.478721535132873133e-02,-5.275829036916002135e-01,-7.928514280858073304e-02,1.003600591244321105e+00,9.971496573482936387e-01,9.995476378111073368e-01
5.670418432858331803e-02,-7.421785966148805591e-02,1.265507313739578477e+00,1.263192054014037891e-01,1.981118574051243586e+00,4.176610811127946798e-03,3.185583289328989265e-01,1.338318323602790023e-02,-1.277160025915136110e-01,2.484189665754932275e-02,-5.272602627875371262e-01,-7.728409862346805048e-02,9.987484350123221333e-01,1.004169498520769421e+00,9.988759495375767461e-01
5.580656260708163896e-02,-8.316254324621037697e-02,1.266936350381153487e+00,1.343686525748281069e-01,1.981081044239366484e+00,-3.407956490356910204e-03,3.189863336317871889e-01,1.198796971858697748e-02,-1.272559938202136032e-01,2.394752747502726722e-02,-5.297755455476608200e-01,-7.710904500350686253e-02,1.002990325333894317e+00,9.989854588015972814e-01,1.002480507762089301e+00
5.500245657876951660e-02,-8.138373605217204265e-02,1.268393878980455858e+00,1.409150242185912838e-01,1.980974177969404559e+00,-6.180257924468704478e-03,3.189081377541116979e-01,1.199456962086517184e-02,-1.271919711312493040e-01,2.391828336338873082e-02,-5.300650056286108081e-01,-7.832739476731141737e-02,1.001570608856940936e+00,9.956283905743683604e-01,1.002769852003103868e+00
5.406526406383897754e-02,-8.800080235540612417e-02,1.269794882572398809e+00,1.398900040837845471e-01,1.980851248140205412e+00,-8.432590524640730389e-03,3.193791407334898858e-01,1.253288838549986885e-02,-1.266825091359885802e-01,2.327513773161328514e-02,-5.322839679217192810e-01,-7.803253761951625678e-02,1.004232885837431866e+00,9.968247148378770461e-01,1.002739040062654352e+00
5.316985613360933338e-02,-8.805615803158310662e-02,1.271097164169519234e+00,1.337845922716231761e-01,1.980922610478632162e+00,-1.357188282989891106e-05,3.195235968056051590e-01,1.388768440872755437e-02,-1.264085823227125704e-01,2.571069464883680641e-02,-5.328410284732187918e-01,-7.869307718708550003e-02,1.002959393239454711e+00,1.000039523941353092e+00,9.981457960291747478e-01
5.230696356296943988e-02,-8.651877278455745446e-02,1.272535265215017697e+00,1.396681175471733705e-01,1.981092227193115729e+00,9.239320688617406671e-03,3.192596944690292426e-01,1.192573843526368270e-02,-1.264765049839300937e-01,2.615363795826703905e-02,-5.324360709760334043e-01,-7.821322902718789993e-02,1.001359670214090780e+00,9.972145717563478673e-01,9.949226790310674584e-01
5.145744484847017408e-02,-8.571104837098719731e-02,1.273919334302415107e+00,1.365926900228840724e-01,1.980977319936637837e+00,-6.186628369331570974e-03,3.196966399344460252e-01,1.287328617496797702e-02,-1.259680564974426653e-01,2.434767131985559815e-02,-5.341966275490688254e-01,-7.916478486897844669e-02,1.000837631618365586e+00,9.988976569611595080e-01,1.003417202727175495e+00
5.079358551234001984e-02,-7.547561874069062815e-02,1.275349237581842488e+00,1.401553131476960534e-01,1.980940307047618143e+00,-3.750385751791920994e-03,3.192432660112530796e-01,1.286221358708959477e-02,-1.262022717024153529e-01,2.427970878888518341e-02,-5.326638664189702332e-01,-7.704555332065293749e-02,9.965371156014312115e-01,9.970949286710366621e-01,1.001128080282566168e+00
5.016587931688645807e-02,-6.995895833531777519e-02,1.276372790584464623e+00,1.198043955299016167e-01,1.980920363034838871e+00,-2.190171493976236523e-03,3.195842221155706375e-01,1.130101823183066179e-02,-1.257301047897763646e-01,2.278067558558634007e-02,-5.332338274946508694e-01,-7.850726506523947323e-02,9.958834641696137080e-01,1.006041333717243802e+00,1.000062408074062326e+00
4.937601615397312071e-02,-7.614353217676250729e-02,1.277599976803716508e+00,1.225909264112357705e-01,1.980880763461912553e+00,-3.828895080947365259e-03,3.199410444741659365e-01,1.385915499856574425e-02,-1.253309573588984871e-01,2.328856346283703777e-02,-5.351114103465832716e-01,-7.843829746347665000e-02,1.000106004090957734e+00,1.002314164351152836e+00,1.000745924549621746e+00
4.872449287288499464e-02,-7.073148907972655330e-02,1.278885034837704326e+00,1.269932570634929869e-01,1.980864529926880113e+00,-2.205283175178251402e-03,3.196759143315258678e-01,1.151820130795662249e-02,-1.254091322720446156e-01,2.406562587188652153e-02,-5.345113652346219490e-01,-7.917057886768381902e-02,9.981363934800154825e-01,9.987764169739680176e-01,9.998127923003858886e-01
4.791514135476755004e-02,-7.706809430315134102e-02,1.280244132132598800e+00,1.313298525135283279e-01,1.980928192131987897e+00,1.637047891435005438e-03,3.198808714691783739e-01,1.199442889461207508e-02,-1.250897106574302697e-01,2.670542777206988058e-02,-5.359887276981206705e-01,-7.858722323875018401e-02,1.001679431410025023e+00,9.969614550570536915e-01,9.982510619059499213e-01
4.695366586772239947e-02,-8.708182106008403867e-02,1.281617638658152813e+00,1.341001194255892481e-01,1.980956427221974181e+00,2.190811053542280392e-03,3.203373095314474006e-01,1.129793066243588856e-02,-1.245757127882737708e-01,2.476830117743418491e-02,-5.384552509334605830e-01,-7.677705793788622279e-02,1.005230279913372993e+00,9.968050448456664547e-01,9.986621380675964055e-01
4.613201712695228635e-02,-8.339994150411308982e-02,1.282982563245263163e+00,1.346691060632150272e-01,1.980944719037734503e+00,-8.553504131734680153e-07,3.203168932943642466e-01,1.186122522710782515e-02,-1.244414112014789742e-01,2.467828826120663580e-02,-5.386396871580984014e-01,-7.852545821359341316e-02,1.001779227957184437e+00,9.975215440611827633e-01,1.000091995569491798e+00
4.544190144006727411e-02,-7.548166176301368546e-02,1.284278418252035703e+00,1.313142809867907379e-01,1.980926858818249370e+00,-1.022934569847354499e-03,3.201867477148306884e-01,1.195492020107609930e-02,-1.244014679268453799e-01,2.313029775667238899e-02,-5.381159717904915318e-01,-7.911412848770914275e-02,9.977643885451622507e-01,9.997926626863284927e-01,1.000491719700742133e+00
4.468381821231739992e-02,-7.671489537478055898e-02,1.285556555717223493e+00,1.298929323602757147e-01,1.980882287721875468e+00,-2.712485835556417615e-03,3.204209020495920046e-01,1.267443016652724380e-02,-1.240717724817430451e-01,2.373877321015663636e-02,-5.392773600108282661e-01,-7.929856931591575120e-02,9.996164538091106833e-01,9.994933228208752185e-01,1.001045556590668184e+00
4.408377554911555724e-02,-6.817640097344905559e-02,1.286797136997499980e+00,1.272564819750971188e-01,1.980834359408569112e+00,-2.742119228135405859e-03,3.202349692629813394e-01,1.273980333697192872e-02,-1.240831438130730602e-01,2.341863968713860100e-02,-5.385115075696418341e-01,-7.808463828921589911e-02,9.961649336875766370e-01,1.000669021461487285e+00,1.000680703111818337e+00
4.338469603009564163e-02,-7.051972311104337532e-02,1.288107013741229379e+00,1.297020390303846027e-01,1.980844484607715339e+00,-6.293552689078941694e-04,3.203221188404861142e-01,1.004227405917603594e-02,-1.238631137990752751e-01,2.395479327426136215e-02,-5.394007916210257214e-01,-7.712623052215850095e-02,9.988093459786573369e-01,9.987989369612717550e-01,9.995350565646931029e-01
4.245264794912709944e-02,-8.334747361906354179e-02,1.289315388722702460e+00,1.238182344982294847e-01,1.980716734722715699e+00,-8.817624143588343941e-03,3.212755192040951946e-01,1.219115731896919241e-02,-1.229265350253170991e-01,2.376549413425094182e-02,-5.433885675131711057e-01,-7.747724167791918137e-02,1.004706418732568274e+00,1.001423393328231271e+00,1.003188393705531922e+00
4.164910792401450151e-02,-8.108558903589370426e-02,1.290769471531715062e+00,1.352720276182012848e-01,1.980755941239819684e+00,-2.669717661948287253e-03,3.209101561528212576e-01,1.246517467850743500e-02,-1.231233996895709504e-01,2.428949097765870091e-02,-5.427735300060447798e-01,-7.891914698643077986e-02,1.002382115890836811e+00,9.952038704185530715e-01,9.994109564173647708e-01
4.094223981209552110e-02,-7.527788016826005013e-02,1.292204681250892939e+00,1.394733084921073174e-01,1.980822729083764555e+00,3.369450456095340711e-03,3.205534735719611783e-01,1.174497506930285463e-02,-1.232807458759989094e-01,2.485721526233574882e-02,-5.417988924642185289e-01,-7.826951287323610784e-02,9.992216069969683812e-01,9.947581967017834481e-01,9.970875996516807005e-01
4.005375818778476871e-02,-8.307896840456290011e-02,1.293520912559384506e+00,1.335366467309334892e-01,1.980925462187503650e+00,5.338241986459503138e-03,3.211004869165206554e-01,1.146103186654818216e-02,-1.226746878374191385e-01,2.360534692006729940e-02,-5.441817091583248667e-01,-7.806512513776016349e-02,1.002956805176300925e+00,9.988083563808956011e-01,9.973217306138297822e-01
3.924752469463519550e-02,-8.149089596194146468e-02,1.294732971563716140e+00,1.263330016148884460e-01,1.980819649287480777e+00,-4.882205900168789907e-03,3.215170373047567254e-01,1.341894908440184608e-02,-1.221696203461390129e-01,2.446217229453704484e-02,-5.456579795720937209e-01,-7.878376728730360212e-02,1.001510866667912225e+00,1.001588916648027405e+00,1.002700440998658404e+00
3.857198033802556464e-02,-7.408366446838636488e-02,1.295959018434797327e+00,1.256178508088428292e-01,1.980692263426699684e+00,-7.581252468616852917e-03,3.213881850165797860e-01,1.294093724326632160e-02,-1.221344837413031598e-01,2.427579729037726217e-02,-5.452203366198593582e-01,-7.913550353097000001e-02,9.981083552933530667e-01,1.000635138156509507e+00,1.002883707919830725e+00
3.782135868853405553e-02,-7.563690608437009799e-02,1.297156550670032216e+00,1.233692409427054604e-01,1.980641157680387288e+00,-5.268845025224302980e-03,3.215969591619998180e-01,1.350381397691522746e-02,-1.218313229398037822e-01,2.374242411381525392e-02,-5.462091681559586576e-01,-7.719295223524907934e-02,9.999758817026742630e-01,1.000393776237118004e+00,1.000867587191109687e+00
3.693277225144626918e-02,-8.317490586040922340e-02,1.298410686608888920e+00,1.246502566465388789e-01,1.980751993975657266e+00,3.126896238986708997e-03,3.218544822048110543e-01,1.183056851051289722e-02,-1.214903725865549150e-01,2.363230975573044762e-02,-5.478056123936674293e-01,-7.955559549464816249e-02,1.003507346620748475e+00,9.990771879070254879e-01,9.969543304659295169e-01
3.608855027000325288e-02,-8.338167492601129827e-02,1.299618296421631625e+00,1.229096452910707210e-01,1.980775276034283383e+00,2.162132283252076077e-03,3.220391135255794013e-01,1.201971601897349785e-02,-1.212015896128271070e-01,2.298432690544695983e-02,-5.487378290113299473e-01,-7.653173767843977904e-02,1.002572797068085775e+00,9.996055600112356831e-01,9.985032880961941526e-01
3.532823907732154239e-02,-7.922357100030040511e-02,1.300983857041565939e+00,1.297882499736152384e-01,1.980600262716500026e+00,-9.731213910427449418e-03,3.220190047978495063e-01,1.229521823460394229e-02,-1.210881115845087730e-01,2.447254940730222289e-02,-5.491248559281544095e-01,-7.772509300289993928e-02,1.000069492896368040e+00,9.963526147812491462e-01,1.004170426127630078e+00
3.431157665400846879e-02,-9.142145063436232788e-02,1.302307502099391501e+00,1.288617307817931379e-01,1.980736205952851270e+00,1.306679970440845348e-03,3.224753606789397264e-01,1.060165891154278735e-02,-1.205663852023686061e-01,2.361512609201601651e-02,-5.515753536632388432e-01,-7.987804847055257618e-02,1.005180075550765162e+00,9.980080563776758673e-01,9.979169783262603621e-01
3.347695602236318291e-02,-8.637869339028847460e-02,1.303695374833701237e+00,1.338328228435193556e-01,1.980693085475030868e+00,-2.895842323939279948e-03,3.223399063404355780e-01,1.306507165134637022e-02,-1.205616587744530455e-01,2.396415846277340223e-02,-5.514295114518409369e-01,-7.982179022890766029e-02,1.001722102383930224e+00,9.955705645847412466e-01,1.000539858392726966e+00
3.284961802757995625e-02,-7.363959254794658071e-02,1.305186175891301703e+00,1.420806902986931908e-01,1.980893296653023272e+00,1.073020078802821783e-02,3.214593033075900386e-01,1.241904054182195113e-02,-1.211858066621540608e-01,2.513428817007156910e-02,-5.484142700338635601e-01,-7.852149091127909319e-02,9.960342742153439621e-01,9.930543440107897357e-01,9.945030562854721978e-01
3.205652696346102809e-02,-7.802996963872108060e-02,1.306553224962583304e+00,1.359237350048067838e-01,1.980922496227454532e+00,2.488309692817255569e-03,3.220637294612335166e-01,1.423795111005324299e-02,-1.205184431234393450e-01,2.577360174457723682e-02,-5.507936044295915767e-01,-7.752575893616697744e-02,9.995127214339923905e-01,9.978546997848614097e-01,1.000036952861436790e+00
3.114481136564116112e-02,-8.552987790325287942e-02,1.307840424596514062e+00,1.312970442968827700e-01,1.980749035639807643e+00,-8.650893973806141404e-03,3.228181910568174717e-01,1.372783846702958950e-02,-1.197367578895555396e-01,2.462550160015503434e-02,-5.539079270553681766e-01,-7.767725873262788794e-02,1.003002136766776076e+00,1.000162853669191332e+00,1.004736369421383779e+00
3.011689168185232440e-02,-9.436411246320144941e-02,1.309091243411477423e+00,1.280147212761806874e-01,1.980822596650414047e+00,6.163815606315812450e-04,3.232368793641223759e-01,1.222993998392843222e-02,-1.192639575570757920e-01,2.231165016573381787e-02,-5.559492325417403347e-01,-7.909860126790502211e-02,1.005956619005661690e+00,1.000869780123738728e+00,9.989813522472741347e-01
2.933528836319610963e-02,-8.443159597296119590e-02,1.310307119764395400e+00,1.244115150494654737e-01,1.980828288046853958e+00,-5.060439174531341545e-04,3.230427662120505805e-01,1.259340187056924749e-02,-1.192835779898988591e-01,2.385023601219709785e-02,-5.550896325992634717e-01,-7.962490480377737434e-02,9.996123731688116854e-01,1.001850794904028286e+00,9.998502135507407740e-01
2.846443623598172643e-02,-8.607408858133827612e-02,1.311596162793382980e+00,1.271092433568914437e-01,1.980827760588414144e+00,-6.175574551836930616e-04,3.231608220467110937e-01,1.144201473924335265e-02,-1.190510863409976194e-01,2.374599738637786853e-02,-5.560558974426834666e-01,-7.975539766806766240e-02,1.000404060005924523e+00,1.000002770674951913e+00,9.999459951576640249e-01
2.785404785708265121e-02,-7.283886285804584693e-02,1.312855257621898586e+00,1.269564286494565541e-01,1.980872291797639129e+00,2.533880521722104394e-03,3.226526648741820380e-01,1.237589155185017664e-02,-1.193504725824087731e-01,2.374191096431987544e-02,-5.540223123820046114e-01,-7.606792509118280587e-02,9.947842785369861440e-01,9.998623322590529661e-01,9.986430742636118740e-01
2.715598364241500126e-02,-7.294379640912615481e-02,1.314219854522324038e+00,1.327812556164525426e-01,1.980866604710366463e+00,1.173321543041694901e-03,3.226564072741884837e-01,1.330756517159227548e-02,-1.192344692603471423e-01,2.423244662389807333e-02,-5.545468924716987491e-01,-7.808109888765429885e-02,9.970945567423976641e-01,9.967643277647405542e-01,9.997195593992469487e-01
2.636232449792835081e-02,-7.765882180494983189e-02,1.315566856953454655e+00,1.332723845200886048e-01,1.980860323851480365e+00,-1.993687187225561127e-04,3.229795786453318329e-01,1.260495724358342944e-02,-1.188108700598705519e-01,2.579478606920450681e-02,-5.562088128969673306e-01,-7.633782964874713528e-02,1.000626281596896261e+00,9.968222824998784759e-01,1.000392050466178517e+00
2.568296974500093241e-02,-7.274018766890502641e-02,1.316863514510115740e+00,1.308643183822231770e-01,1.980773391539592865e+00,-4.495516757918601759e-03,3.230009040992505853e-01,1.134739944826998470e-02,-1.186515356352760286e-01,2.277327467503724098e-02,-5.563895700937340205e-01,-7.797487900571108133e-02,9.984488378723253010e-01,9.985787314182000829e-01,1.002079680914939708e+00
2.472566974323357758e-02,-8.593315394186847034e-02,1.318324028780135437e+00,1.383026330302990214e-01,1.980588591783285946e+00,-1.233174796110391228e-02,3.236273926646262011e-01,1.161538001606661485e-02,-1.179989259396202472e-01,2.381735039336701359e-02,-5.597889132014550739e-01,-7.841054493867552488e-02,1.004903298452906490e+00,9.952269379740809052e-01,1.004685884064226764e+00
2.388688959867847975e-02,-8.413231022183814689e-02,1.319624484571485512e+00,1.314128022915749816e-01,1.980740006107834628e+00,8.619193674121726793e-04,3.236022305130441534e-01,1.213785947814882693e-02,-1.178697462049373146e-01,2.436676582657276366e-02,-5.596968312256583866e-01,-7.835020839737177889e-02,1.002735330885365483e+00,9.990934515949700945e-01,9.973055351955444348e-01
2.302732170325259842e-02,-8.490907180180093383e-02,1.320903523999458651e+00,1.291462443076203115e-01,1.980631736145757049e+00,-6.808152914613469636e-03,3.239266655276680784e-01,1.099333268401983706e-02,-1.174354373065436830e-01,2.398928167957574756e-02,-5.612178591575662789e-01,-7.844234522468794546e-02,1.002412236567082449e+00,9.996208021388861553e-01,1.001648256006701709e+00
2.220444438018924146e-02,-8.325788454656492255e-02,1.322105242176393691e+00,1.246545263641621604e-01,1.980582649004400952e+00,-5.095521750435158884e-03,3.240322633512494055e-01,1.031704799521534349e-02,-1.171744175556973105e-01,2.467312755286409434e-02,-5.617761858242547035e-01,-7.832813647278273617e-02,1.001005173376507074e+00,1.001217335745948844e+00,1.000338910438774098e+00
2.161411692458080347e-02,-7.047326145473956083e-02,1.323441809125301072e+00,1.301792656666002634e-01,1.980670163495716229e+00,2.452619432968985817e-03,3.233289129673096451e-01,1.202016467323043132e-02,-1.176644493483576387e-01,2.381600066612084635e-02,-5.592859112179893177e-01,-7.914805455221142483e-02,9.954993289579456839e-01,9.978105809486096378e-01,9.970333459037669099e-01
2.075084740138476852e-02,-8.039843176418913495e-02,1.324713060193580816e+00,1.259173070125313154e-01,1.980596836404067806e+00,-6.803221601174233579e-03,3.241251656342092335e-01,1.220226159239803237e-02,-1.168264780237382450e-01,2.408807416670721499e-02,-5.627212037442796966e-01,-7.736705714590351446e-02,1.001302483372255470e+00,1.000314429129492533e+00,1.002067335074773968e+00
2.008430219941535061e-02,-7.319681175597006484e-02,1.326110953741047593e+00,1.334253614887645212e-01,1.980553226598281924e+00,-5.436828592412960154e-03,3.237326966778326098e-01,1.277329314507371152e-02,-1.170622189483950526e-01,2.342383782046723872e-02,-5.616107604289016786e-01,-7.780036491173027147e-02,9.980075060016592170e-01,9.964018587892078394e-01,1.000766512263369767e+00
1.925507231447532233e-02,-7.939764341096221256e-02,1.327349141665567611e+00,1.268428921214312666e-01,1.980647017900531326e+00,1.272599276459226297e-03,3.241381947958177356e-01,1.148594037429188051e-02,-1.165568138281016797e-01,2.414246455620920953e-02,-5.634133805364776038e-01,-7.831547022748686082e-02,1.001668269074313722e+00,9.998905587595143807e-01,9.976220422444381786e-01
1.834331235092767978e-02,-8.583717904943748145e-02,1.328837469099020341e+00,1.391921696699121025e-01,1.980776651604766903e+00,7.137875534331558289e-03,3.241291567682899610e-01,1.231312225814047874e-02,-1.164575010990561710e-01,2.549594708246590707e-02,-5.643866986777957839e-01,-7.848934566649616584e-02,1.004257397289924469e+00,9.937052898807198220e-01,9.959575509912247382e-01
1.745550648502707317e-02,-8.656930528834026750e-02,1.330294922910574495e+00,1.424664156614399158e-01,1.980848931052645590e+00,8.279672787573190765e-03,3.241494756584797354e-01,1.012896693148520461e-02,-1.162851150471086586e-01,2.531367483131221480e-02,-5.650214649070706141e-01,-7.763759676583173452e-02,1.002908094976594722e+00,9.945999314257005786e-01,9.969793448362379573e-01
1.674436418622542513e-02,-7.800786067541685964e-02,1.331742041395114651e+00,1.413800503528243602e-01,1.980712426535601756e+00,-5.921236269207377605e-03,3.241704065024408887e-01,1.299463110604071742e-02,-1.161264632583944439e-01,2.417384916615742535e-02,-5.651102751388558110e-01,-8.024191397336481735e-02,9.984355874307603296e-01,9.964226492411493163e-01,1.004163435081786737e+00
1.596870233091803731e-02,-7.842653295570152505e-02,1.332994184438050622e+00,1.320659494587706484e-01,1.980539095232739077e+00,-1.041063961737052727e-02,3.245876880050687086e-01,1.157722779355536448e-02,-1.156014225994393407e-01,2.344701999708751622e-02,-5.666820406031563007e-01,-7.892102161932279536e-02,9.991183937869065890e-01,1.001580851972402986e+00,1.004464219770952793e+00
1.514865488641570224e-02,-8.089798503708091337e-02,1.334388220154273608e+00,1.363803434043247831e-01,1.980406487483687306e+00,-1.073987330795287375e-02,3.246980743684878545e-01,1.116378722738690932e-02,-1.153639163185971733e-01,2.516123406615045077e-02,-5.677023004536800865e-01,-7.836544462427751101e-02,1.000555478066145643e+00,9.988119163122330946e-01,1.002955453640517636e+00
1.428943286009510052e-02,-8.385452848613270116e-02,1.335822980785077441e+00,1.392237761156506215e-01,1.980610704096591679e+00,5.324597419315429958e-03,3.245937480976315292e-01,1.262004614883714508e-02,-1.153079872004878076e-01,2.766154288869518765e-02,-5.678295778849637987e-01,-7.944546805480791341e-02,1.001889928691346743e+00,9.973773439143717168e-01,9.950117545343477587e-01
1.343451854038237372e-02,-8.470650706374988070e-02,1.337279148193579514e+00,1.408362545836211732e-01,1.980507966077879711e+00,-6.243101830150561173e-03,3.249027986313788308e-01,1.240722629780363628e-02,-1.149039200266451649e-01,2.420310946474000038e-02,-5.694014975136039158e-01,-7.800441700284804769e-02,1.001831316313821718e+00,9.969292075393790808e-01,1.001860842468032420e+00
1.262867823429498181e-02,-8.240459065631583480e-02,1.338660115395202688e+00,1.381488647147102178e-01,1.980641823352543351e+00,3.799711380034674624e-03,3.247977720187730233e-01,1.157896056473389952e-02,-1.148473168524734439e-01,2.490970725750691131e-02,-5.691798629709731161e-01,-7.836190459267837471e-02,1.000391611415272219e+00,9.986588668462229590e-01,9.968936046791014860e-01
1.175550852368201921e-02,-8.547013523105310984e-02,1.339952545025752784e+00,1.326754481369432914e-01,1.980567933196741182e+00,-4.050832020330403030e-03,3.253134166457934962e-01,1.323684516104252189e-02,-1.142440686790890392e-01,2.487750310838078571e-02,-5.712913109688604330e-01,-7.812818830581923224e-02,1.002047198368372749e+00,1.000465368075227568e+00,1.001441801291573785e+00
1.102243383390884811e-02,-7.888590256779935694e-02,1.341274373920353868e+00,1.327308622389755111e-01,1.980556886074774425e+00,-2.180311120979181849e-03,3.251019189107286489e-01,1.121399936131734290e-02,-1.142738831768921881e-01,2.545376196511515282e-02,-5.706505358963208652e-01,-7.845203836471205394e-02,9.987934520173926689e-01,9.995679941905479815e-01,1.000125764635792391e+00
1.015430006565110933e-02,-8.380405257947531883e-02,1.342648885216635835e+00,1.348573311387825935e-01,1.980502719910993914e+00,-4.484256542432148510e-03,3.254133614538184949e-01,1.237412247001488941e-02,-1.138623346991578106e-01,2.527600511738049491e-02,-5.723541796317281882e-01,-7.632197906610434235e-02,1.001500797320515224e+00,9.983247506642880520e-01,1.001071460206324426e+00
9.233186321386296913e-03,-8.821829156868665756e-02,1.344063045484888308e+00,1.381646501412122641e-01,1.980366114283091727e+00,-8.827198711633838304e-03,3.257090370878734098e-01,1.188851303323511070e-02,-1.134584387738016287e-01,2.564096096131329369e-02,-5.740806354655126897e-01,-7.896422502533796683e-02,1.002959130543486621e+00,9.970785864322740943e-01,1.002543751937725602e+00
8.335831055914122434e-03,-8.860863102902254151e-02,1.345451134534216830e+00,1.382043294063396988e-01,1.980210435561923443e+00,-1.112616621546859766e-02,3.258795144556921319e-01,1.210830902518119333e-02,-1.131704240622633112e-01,2.444284537361673601e-02,-5.750870746179023163e-01,-7.990908665223457608e-02,1.002181177335571105e+00,9.976896870454173838e-01,1.002618848028342002e+00
7.689227391388049442e-03,-7.566996152831260980e-02,1.346745394040702593e+00,1.318854582423525101e-01,1.980482965859127420e+00,7.918470976480558240e-03,3.252421165348853838e-01,1.085221840704806047e-02,-1.135798843731275765e-01,2.445067753154270621e-02,-5.723989529575524982e-01,-7.860810145902742685e-02,9.962749826475054693e-01,1.000447404626556569e+00,9.935217104087681328e-01
