rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,coordinate_frame,type_mask,position,x,y,z,velocity,x,y,z,acceleration_or_force,x,y,z,yaw,yaw_rate
1749510506238472384,,10555,,1748040120,129665613,'',1,2531,,0.0,0.0,2.0,,0.89,-0.45,0.0,,0.0,0.0,0.0,-0.471238911151886,0.0
1749510506258470016,,10556,,1748040120,139722824,'',1,2531,,0.0,0.0,2.0,,0.88,-0.47,0.0,,0.0,0.0,0.0,-0.4853760600090027,0.0
1749510506277704790,,10557,,1748040120,149636745,'',1,2531,,0.0,0.0,2.0,,0.88,-0.48,0.0,,0.0,0.0,0.0,-0.4995132386684418,0.0
1749510506299972204,,10558,,1748040120,159939050,'',1,2531,,0.0,0.0,2.0,,0.87,-0.49,0.0,,0.0,0.0,0.0,-0.5134758949279785,0.0
1749510506318228067,,10559,,1748040120,169861555,'',1,2531,,0.0,0.0,2.0,,0.86,-0.5,0.0,,0.0,0.0,0.0,-0.5274385213851929,0.0
1749510506337677491,,10560,,1748040120,179604291,'',1,2531,,0.0,0.0,2.0,,0.86,-0.52,0.0,,0.0,0.0,0.0,-0.5414011478424072,0.0
1749510506357814293,,10561,,1748040120,189623117,'',1,2531,,0.0,0.0,2.0,,0.85,-0.53,0.0,,0.0,0.0,0.0,-0.5551892518997192,0.0
1749510506377248332,,10562,,1748040120,199595451,'',1,2531,,0.0,0.0,2.0,,0.84,-0.54,0.0,,0.0,0.0,0.0,-0.5689773559570312,0.0
1749510506397492934,,10563,,1748040120,209652662,'',1,2531,,0.0,0.0,2.0,,0.83,-0.55,0.0,,0.0,0.0,0.0,-0.5827654600143433,0.0
1749510506418110176,,10564,,1748040120,219682455,'',1,2531,,0.0,0.0,2.0,,0.83,-0.56,0.0,,0.0,0.0,0.0,-0.5965535640716553,0.0
1749510506437759696,,10565,,1748040120,229658126,'',1,2531,,0.0,0.0,2.0,,0.82,-0.57,0.0,,0.0,0.0,0.0,-0.6101670861244202,0.0
1749510506457491436,,10566,,1748040120,239627838,'',1,2531,,0.0,0.0,2.0,,0.81,-0.58,0.0,,0.0,0.0,0.0,-0.6237806677818298,0.0
1749510506477686844,,10567,,1748040120,249636650,'',1,2531,,0.0,0.0,2.0,,0.8,-0.6,0.0,,0.0,0.0,0.0,-0.6373942494392395,0.0
1749510506498318561,,10568,,1748040120,259638786,'',1,2531,,0.0,0.0,2.0,,0.8,-0.61,0.0,,0.0,0.0,0.0,-0.650833249092102,0.0
1749510506516950426,,10569,,1748040120,269560098,'',1,2531,,0.0,0.0,2.0,,0.79,-0.62,0.0,,0.0,0.0,0.0,-0.6642723083496094,0.0
1749510506537447618,,10570,,1748040120,279598474,'',1,2531,,0.0,0.0,2.0,,0.78,-0.63,0.0,,0.0,0.0,0.0,-0.6777113676071167,0.0
1749510506557606451,,10571,,1748040120,289628982,'',1,2531,,0.0,0.0,2.0,,0.77,-0.64,0.0,,0.0,0.0,0.0,-0.6909758448600769,0.0
1749510506577502809,,10572,,1748040120,299592256,'',1,2531,,0.0,0.0,2.0,,0.76,-0.65,0.0,,0.0,0.0,0.0,-0.7042403817176819,0.0
1749510506597132832,,10573,,1748040120,309600591,'',1,2531,,0.0,0.0,2.0,,0.75,-0.66,0.0,,0.0,0.0,0.0,-0.7175048589706421,0.0
1749510506617342592,,10574,,1748040120,319651126,'',1,2531,,0.0,0.0,2.0,,0.74,-0.67,0.0,,0.0,0.0,0.0,-0.7305948138237,0.0
1749510506638436523,,10575,,1748040120,329620122,'',1,2531,,0.0,0.0,2.0,,0.74,-0.68,0.0,,0.0,0.0,0.0,-0.7436847686767578,0.0
1749510506657137791,,10576,,1748040120,339573860,'',1,2531,,0.0,0.0,2.0,,0.73,-0.69,0.0,,0.0,0.0,0.0,-0.7567747831344604,0.0
1749510506677753100,,10577,,1748040120,349617719,'',1,2531,,0.0,0.0,2.0,,0.72,-0.7,0.0,,0.0,0.0,0.0,-0.769690215587616,0.0
1749510506699523416,,10578,,1748040120,359907388,'',1,2531,,0.0,0.0,2.0,,0.71,-0.71,0.0,,0.0,0.0,0.0,-0.7826056480407715,0.0
1749510506718240977,,10579,,1748040120,369592666,'',1,2531,,0.0,0.0,2.0,,0.7,-0.71,0.0,,0.0,0.0,0.0,-0.7953465580940247,0.0
1749510506737987425,,10580,,1748040120,379711627,'',1,2531,,0.0,0.0,2.0,,0.69,-0.72,0.0,,0.0,0.0,0.0,-0.8080874681472778,0.0
1749510506758025232,,10581,,1748040120,389620304,'',1,2531,,0.0,0.0,2.0,,0.68,-0.73,0.0,,0.0,0.0,0.0,-0.8206537961959839,0.0
1749510506777147260,,10582,,1748040120,399605274,'',1,2531,,0.0,0.0,2.0,,0.67,-0.74,0.0,,0.0,0.0,0.0,-0.8333947062492371,0.0
